CVE,Risk,Host,Protocol,Port,Name,Description,Solution
CVE-2016-2182,High,192.168.170.228,tcp,8090,"OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities (SWEET32)","According to its banner, the remote host is running a version of
OpenSSL 1.0.1 prior to 1.0.1u. It is, therefore, affected by the
following vulnerabilities :

  - Multiple integer overflow conditions exist in s3_srvr.c,
    ssl_sess.c, and t1_lib.c due to improper use of pointer
    arithmetic for heap-buffer boundary checks. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service. (CVE-2016-2177)

  - An information disclosure vulnerability exists in the
    dsa_sign_setup() function in dsa_ossl.c due to a failure
    to properly ensure the use of constant-time operations.
    An unauthenticated, remote attacker can exploit this,
    via a timing side-channel attack, to disclose DSA key
    information. (CVE-2016-2178)

  - A denial of service vulnerability exists in the DTLS
    implementation due to a failure to properly restrict the
    lifetime of queue entries associated with unused
    out-of-order messages. An unauthenticated, remote
    attacker can exploit this, by maintaining multiple
    crafted DTLS sessions simultaneously, to exhaust memory.
    (CVE-2016-2179)

  - An out-of-bounds read error exists in the X.509 Public
    Key Infrastructure Time-Stamp Protocol (TSP)
    implementation. An unauthenticated, remote attacker can
    exploit this, via a crafted time-stamp file that is
    mishandled by the 'openssl ts' command, to cause 
    denial of service or to disclose sensitive information.
    (CVE-2016-2180)

  - A denial of service vulnerability exists in the
    Anti-Replay feature in the DTLS implementation due to
    improper handling of epoch sequence numbers in records.
    An unauthenticated, remote attacker can exploit this,
    via spoofed DTLS records, to cause legitimate packets to
    be dropped. (CVE-2016-2181)

  - An overflow condition exists in the BN_bn2dec() function
    in bn_print.c due to improper validation of
    user-supplied input when handling BIGNUM values. An
    unauthenticated, remote attacker can exploit this to
    crash the process. (CVE-2016-2182)

  - A vulnerability exists, known as SWEET32, in the 3DES
    and Blowfish algorithms due to the use of weak 64-bit
    block ciphers by default. A man-in-the-middle attacker
    who has sufficient resources can exploit this
    vulnerability, via a 'birthday' attack, to detect a
    collision that leaks the XOR between the fixed secret
    and a known plaintext, allowing the disclosure of the
    secret text, such as secure HTTPS cookies, and possibly
    resulting in the hijacking of an authenticated session.
    (CVE-2016-2183)

  - A flaw exists in the tls_decrypt_ticket() function in
    t1_lib.c due to improper handling of ticket HMAC
    digests. An unauthenticated, remote attacker can exploit
    this, via a ticket that is too short, to crash the
    process, resulting in a denial of service.
    (CVE-2016-6302)

  - An integer overflow condition exists in the 
    MDC2_Update() function in mdc2dgst.c due to improper
    validation of user-supplied input. An unauthenticated,
    remote attacker can exploit this to cause a heap-based
    buffer overflow, resulting in a denial of service
    condition or possibly the execution of arbitrary code.
    (CVE-2016-6303)

  - A flaw exists in the ssl_parse_clienthello_tlsext()
    function in t1_lib.c due to improper handling of overly
    large OCSP Status Request extensions from clients. An
    unauthenticated, remote attacker can exploit this, via
    large OCSP Status Request extensions, to exhaust memory
    resources, resulting in a denial of service condition.
    (CVE-2016-6304)

  - An out-of-bounds read error exists in the certificate
    parser that allows an unauthenticated, remote attacker
    to cause a denial of service via crafted certificate
    operations. (CVE-2016-6306)

  - A flaw exists in the GOST ciphersuites due to the use of
    long-term keys to establish an encrypted connection. A
    man-in-the-middle attacker can exploit this, via a Key
    Compromise Impersonation (KCI) attack, to impersonate
    the server.","Upgrade to OpenSSL version 1.0.1u or later.

Note that the GOST ciphersuites vulnerability is not yet fixed by the
vendor in an official release; however, a patch for the issue has been
committed to the OpenSSL github repository."
CVE-2016-2183,High,192.168.170.228,tcp,8090,"OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities (SWEET32)","According to its banner, the remote host is running a version of
OpenSSL 1.0.1 prior to 1.0.1u. It is, therefore, affected by the
following vulnerabilities :

  - Multiple integer overflow conditions exist in s3_srvr.c,
    ssl_sess.c, and t1_lib.c due to improper use of pointer
    arithmetic for heap-buffer boundary checks. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service. (CVE-2016-2177)

  - An information disclosure vulnerability exists in the
    dsa_sign_setup() function in dsa_ossl.c due to a failure
    to properly ensure the use of constant-time operations.
    An unauthenticated, remote attacker can exploit this,
    via a timing side-channel attack, to disclose DSA key
    information. (CVE-2016-2178)

  - A denial of service vulnerability exists in the DTLS
    implementation due to a failure to properly restrict the
    lifetime of queue entries associated with unused
    out-of-order messages. An unauthenticated, remote
    attacker can exploit this, by maintaining multiple
    crafted DTLS sessions simultaneously, to exhaust memory.
    (CVE-2016-2179)

  - An out-of-bounds read error exists in the X.509 Public
    Key Infrastructure Time-Stamp Protocol (TSP)
    implementation. An unauthenticated, remote attacker can
    exploit this, via a crafted time-stamp file that is
    mishandled by the 'openssl ts' command, to cause 
    denial of service or to disclose sensitive information.
    (CVE-2016-2180)

  - A denial of service vulnerability exists in the
    Anti-Replay feature in the DTLS implementation due to
    improper handling of epoch sequence numbers in records.
    An unauthenticated, remote attacker can exploit this,
    via spoofed DTLS records, to cause legitimate packets to
    be dropped. (CVE-2016-2181)

  - An overflow condition exists in the BN_bn2dec() function
    in bn_print.c due to improper validation of
    user-supplied input when handling BIGNUM values. An
    unauthenticated, remote attacker can exploit this to
    crash the process. (CVE-2016-2182)

  - A vulnerability exists, known as SWEET32, in the 3DES
    and Blowfish algorithms due to the use of weak 64-bit
    block ciphers by default. A man-in-the-middle attacker
    who has sufficient resources can exploit this
    vulnerability, via a 'birthday' attack, to detect a
    collision that leaks the XOR between the fixed secret
    and a known plaintext, allowing the disclosure of the
    secret text, such as secure HTTPS cookies, and possibly
    resulting in the hijacking of an authenticated session.
    (CVE-2016-2183)

  - A flaw exists in the tls_decrypt_ticket() function in
    t1_lib.c due to improper handling of ticket HMAC
    digests. An unauthenticated, remote attacker can exploit
    this, via a ticket that is too short, to crash the
    process, resulting in a denial of service.
    (CVE-2016-6302)

  - An integer overflow condition exists in the 
    MDC2_Update() function in mdc2dgst.c due to improper
    validation of user-supplied input. An unauthenticated,
    remote attacker can exploit this to cause a heap-based
    buffer overflow, resulting in a denial of service
    condition or possibly the execution of arbitrary code.
    (CVE-2016-6303)

  - A flaw exists in the ssl_parse_clienthello_tlsext()
    function in t1_lib.c due to improper handling of overly
    large OCSP Status Request extensions from clients. An
    unauthenticated, remote attacker can exploit this, via
    large OCSP Status Request extensions, to exhaust memory
    resources, resulting in a denial of service condition.
    (CVE-2016-6304)

  - An out-of-bounds read error exists in the certificate
    parser that allows an unauthenticated, remote attacker
    to cause a denial of service via crafted certificate
    operations. (CVE-2016-6306)

  - A flaw exists in the GOST ciphersuites due to the use of
    long-term keys to establish an encrypted connection. A
    man-in-the-middle attacker can exploit this, via a Key
    Compromise Impersonation (KCI) attack, to impersonate
    the server.","Upgrade to OpenSSL version 1.0.1u or later.

Note that the GOST ciphersuites vulnerability is not yet fixed by the
vendor in an official release; however, a patch for the issue has been
committed to the OpenSSL github repository."
CVE-2016-6302,High,192.168.170.228,tcp,8090,"OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities (SWEET32)","According to its banner, the remote host is running a version of
OpenSSL 1.0.1 prior to 1.0.1u. It is, therefore, affected by the
following vulnerabilities :

  - Multiple integer overflow conditions exist in s3_srvr.c,
    ssl_sess.c, and t1_lib.c due to improper use of pointer
    arithmetic for heap-buffer boundary checks. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service. (CVE-2016-2177)

  - An information disclosure vulnerability exists in the
    dsa_sign_setup() function in dsa_ossl.c due to a failure
    to properly ensure the use of constant-time operations.
    An unauthenticated, remote attacker can exploit this,
    via a timing side-channel attack, to disclose DSA key
    information. (CVE-2016-2178)

  - A denial of service vulnerability exists in the DTLS
    implementation due to a failure to properly restrict the
    lifetime of queue entries associated with unused
    out-of-order messages. An unauthenticated, remote
    attacker can exploit this, by maintaining multiple
    crafted DTLS sessions simultaneously, to exhaust memory.
    (CVE-2016-2179)

  - An out-of-bounds read error exists in the X.509 Public
    Key Infrastructure Time-Stamp Protocol (TSP)
    implementation. An unauthenticated, remote attacker can
    exploit this, via a crafted time-stamp file that is
    mishandled by the 'openssl ts' command, to cause 
    denial of service or to disclose sensitive information.
    (CVE-2016-2180)

  - A denial of service vulnerability exists in the
    Anti-Replay feature in the DTLS implementation due to
    improper handling of epoch sequence numbers in records.
    An unauthenticated, remote attacker can exploit this,
    via spoofed DTLS records, to cause legitimate packets to
    be dropped. (CVE-2016-2181)

  - An overflow condition exists in the BN_bn2dec() function
    in bn_print.c due to improper validation of
    user-supplied input when handling BIGNUM values. An
    unauthenticated, remote attacker can exploit this to
    crash the process. (CVE-2016-2182)

  - A vulnerability exists, known as SWEET32, in the 3DES
    and Blowfish algorithms due to the use of weak 64-bit
    block ciphers by default. A man-in-the-middle attacker
    who has sufficient resources can exploit this
    vulnerability, via a 'birthday' attack, to detect a
    collision that leaks the XOR between the fixed secret
    and a known plaintext, allowing the disclosure of the
    secret text, such as secure HTTPS cookies, and possibly
    resulting in the hijacking of an authenticated session.
    (CVE-2016-2183)

  - A flaw exists in the tls_decrypt_ticket() function in
    t1_lib.c due to improper handling of ticket HMAC
    digests. An unauthenticated, remote attacker can exploit
    this, via a ticket that is too short, to crash the
    process, resulting in a denial of service.
    (CVE-2016-6302)

  - An integer overflow condition exists in the 
    MDC2_Update() function in mdc2dgst.c due to improper
    validation of user-supplied input. An unauthenticated,
    remote attacker can exploit this to cause a heap-based
    buffer overflow, resulting in a denial of service
    condition or possibly the execution of arbitrary code.
    (CVE-2016-6303)

  - A flaw exists in the ssl_parse_clienthello_tlsext()
    function in t1_lib.c due to improper handling of overly
    large OCSP Status Request extensions from clients. An
    unauthenticated, remote attacker can exploit this, via
    large OCSP Status Request extensions, to exhaust memory
    resources, resulting in a denial of service condition.
    (CVE-2016-6304)

  - An out-of-bounds read error exists in the certificate
    parser that allows an unauthenticated, remote attacker
    to cause a denial of service via crafted certificate
    operations. (CVE-2016-6306)

  - A flaw exists in the GOST ciphersuites due to the use of
    long-term keys to establish an encrypted connection. A
    man-in-the-middle attacker can exploit this, via a Key
    Compromise Impersonation (KCI) attack, to impersonate
    the server.","Upgrade to OpenSSL version 1.0.1u or later.

Note that the GOST ciphersuites vulnerability is not yet fixed by the
vendor in an official release; however, a patch for the issue has been
committed to the OpenSSL github repository."
CVE-2016-6303,High,192.168.170.228,tcp,8090,"OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities (SWEET32)","According to its banner, the remote host is running a version of
OpenSSL 1.0.1 prior to 1.0.1u. It is, therefore, affected by the
following vulnerabilities :

  - Multiple integer overflow conditions exist in s3_srvr.c,
    ssl_sess.c, and t1_lib.c due to improper use of pointer
    arithmetic for heap-buffer boundary checks. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service. (CVE-2016-2177)

  - An information disclosure vulnerability exists in the
    dsa_sign_setup() function in dsa_ossl.c due to a failure
    to properly ensure the use of constant-time operations.
    An unauthenticated, remote attacker can exploit this,
    via a timing side-channel attack, to disclose DSA key
    information. (CVE-2016-2178)

  - A denial of service vulnerability exists in the DTLS
    implementation due to a failure to properly restrict the
    lifetime of queue entries associated with unused
    out-of-order messages. An unauthenticated, remote
    attacker can exploit this, by maintaining multiple
    crafted DTLS sessions simultaneously, to exhaust memory.
    (CVE-2016-2179)

  - An out-of-bounds read error exists in the X.509 Public
    Key Infrastructure Time-Stamp Protocol (TSP)
    implementation. An unauthenticated, remote attacker can
    exploit this, via a crafted time-stamp file that is
    mishandled by the 'openssl ts' command, to cause 
    denial of service or to disclose sensitive information.
    (CVE-2016-2180)

  - A denial of service vulnerability exists in the
    Anti-Replay feature in the DTLS implementation due to
    improper handling of epoch sequence numbers in records.
    An unauthenticated, remote attacker can exploit this,
    via spoofed DTLS records, to cause legitimate packets to
    be dropped. (CVE-2016-2181)

  - An overflow condition exists in the BN_bn2dec() function
    in bn_print.c due to improper validation of
    user-supplied input when handling BIGNUM values. An
    unauthenticated, remote attacker can exploit this to
    crash the process. (CVE-2016-2182)

  - A vulnerability exists, known as SWEET32, in the 3DES
    and Blowfish algorithms due to the use of weak 64-bit
    block ciphers by default. A man-in-the-middle attacker
    who has sufficient resources can exploit this
    vulnerability, via a 'birthday' attack, to detect a
    collision that leaks the XOR between the fixed secret
    and a known plaintext, allowing the disclosure of the
    secret text, such as secure HTTPS cookies, and possibly
    resulting in the hijacking of an authenticated session.
    (CVE-2016-2183)

  - A flaw exists in the tls_decrypt_ticket() function in
    t1_lib.c due to improper handling of ticket HMAC
    digests. An unauthenticated, remote attacker can exploit
    this, via a ticket that is too short, to crash the
    process, resulting in a denial of service.
    (CVE-2016-6302)

  - An integer overflow condition exists in the 
    MDC2_Update() function in mdc2dgst.c due to improper
    validation of user-supplied input. An unauthenticated,
    remote attacker can exploit this to cause a heap-based
    buffer overflow, resulting in a denial of service
    condition or possibly the execution of arbitrary code.
    (CVE-2016-6303)

  - A flaw exists in the ssl_parse_clienthello_tlsext()
    function in t1_lib.c due to improper handling of overly
    large OCSP Status Request extensions from clients. An
    unauthenticated, remote attacker can exploit this, via
    large OCSP Status Request extensions, to exhaust memory
    resources, resulting in a denial of service condition.
    (CVE-2016-6304)

  - An out-of-bounds read error exists in the certificate
    parser that allows an unauthenticated, remote attacker
    to cause a denial of service via crafted certificate
    operations. (CVE-2016-6306)

  - A flaw exists in the GOST ciphersuites due to the use of
    long-term keys to establish an encrypted connection. A
    man-in-the-middle attacker can exploit this, via a Key
    Compromise Impersonation (KCI) attack, to impersonate
    the server.","Upgrade to OpenSSL version 1.0.1u or later.

Note that the GOST ciphersuites vulnerability is not yet fixed by the
vendor in an official release; however, a patch for the issue has been
committed to the OpenSSL github repository."
CVE-2016-6304,High,192.168.170.228,tcp,8090,"OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities (SWEET32)","According to its banner, the remote host is running a version of
OpenSSL 1.0.1 prior to 1.0.1u. It is, therefore, affected by the
following vulnerabilities :

  - Multiple integer overflow conditions exist in s3_srvr.c,
    ssl_sess.c, and t1_lib.c due to improper use of pointer
    arithmetic for heap-buffer boundary checks. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service. (CVE-2016-2177)

  - An information disclosure vulnerability exists in the
    dsa_sign_setup() function in dsa_ossl.c due to a failure
    to properly ensure the use of constant-time operations.
    An unauthenticated, remote attacker can exploit this,
    via a timing side-channel attack, to disclose DSA key
    information. (CVE-2016-2178)

  - A denial of service vulnerability exists in the DTLS
    implementation due to a failure to properly restrict the
    lifetime of queue entries associated with unused
    out-of-order messages. An unauthenticated, remote
    attacker can exploit this, by maintaining multiple
    crafted DTLS sessions simultaneously, to exhaust memory.
    (CVE-2016-2179)

  - An out-of-bounds read error exists in the X.509 Public
    Key Infrastructure Time-Stamp Protocol (TSP)
    implementation. An unauthenticated, remote attacker can
    exploit this, via a crafted time-stamp file that is
    mishandled by the 'openssl ts' command, to cause 
    denial of service or to disclose sensitive information.
    (CVE-2016-2180)

  - A denial of service vulnerability exists in the
    Anti-Replay feature in the DTLS implementation due to
    improper handling of epoch sequence numbers in records.
    An unauthenticated, remote attacker can exploit this,
    via spoofed DTLS records, to cause legitimate packets to
    be dropped. (CVE-2016-2181)

  - An overflow condition exists in the BN_bn2dec() function
    in bn_print.c due to improper validation of
    user-supplied input when handling BIGNUM values. An
    unauthenticated, remote attacker can exploit this to
    crash the process. (CVE-2016-2182)

  - A vulnerability exists, known as SWEET32, in the 3DES
    and Blowfish algorithms due to the use of weak 64-bit
    block ciphers by default. A man-in-the-middle attacker
    who has sufficient resources can exploit this
    vulnerability, via a 'birthday' attack, to detect a
    collision that leaks the XOR between the fixed secret
    and a known plaintext, allowing the disclosure of the
    secret text, such as secure HTTPS cookies, and possibly
    resulting in the hijacking of an authenticated session.
    (CVE-2016-2183)

  - A flaw exists in the tls_decrypt_ticket() function in
    t1_lib.c due to improper handling of ticket HMAC
    digests. An unauthenticated, remote attacker can exploit
    this, via a ticket that is too short, to crash the
    process, resulting in a denial of service.
    (CVE-2016-6302)

  - An integer overflow condition exists in the 
    MDC2_Update() function in mdc2dgst.c due to improper
    validation of user-supplied input. An unauthenticated,
    remote attacker can exploit this to cause a heap-based
    buffer overflow, resulting in a denial of service
    condition or possibly the execution of arbitrary code.
    (CVE-2016-6303)

  - A flaw exists in the ssl_parse_clienthello_tlsext()
    function in t1_lib.c due to improper handling of overly
    large OCSP Status Request extensions from clients. An
    unauthenticated, remote attacker can exploit this, via
    large OCSP Status Request extensions, to exhaust memory
    resources, resulting in a denial of service condition.
    (CVE-2016-6304)

  - An out-of-bounds read error exists in the certificate
    parser that allows an unauthenticated, remote attacker
    to cause a denial of service via crafted certificate
    operations. (CVE-2016-6306)

  - A flaw exists in the GOST ciphersuites due to the use of
    long-term keys to establish an encrypted connection. A
    man-in-the-middle attacker can exploit this, via a Key
    Compromise Impersonation (KCI) attack, to impersonate
    the server.","Upgrade to OpenSSL version 1.0.1u or later.

Note that the GOST ciphersuites vulnerability is not yet fixed by the
vendor in an official release; however, a patch for the issue has been
committed to the OpenSSL github repository."
CVE-2016-6306,High,192.168.170.228,tcp,8090,"OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities (SWEET32)","According to its banner, the remote host is running a version of
OpenSSL 1.0.1 prior to 1.0.1u. It is, therefore, affected by the
following vulnerabilities :

  - Multiple integer overflow conditions exist in s3_srvr.c,
    ssl_sess.c, and t1_lib.c due to improper use of pointer
    arithmetic for heap-buffer boundary checks. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service. (CVE-2016-2177)

  - An information disclosure vulnerability exists in the
    dsa_sign_setup() function in dsa_ossl.c due to a failure
    to properly ensure the use of constant-time operations.
    An unauthenticated, remote attacker can exploit this,
    via a timing side-channel attack, to disclose DSA key
    information. (CVE-2016-2178)

  - A denial of service vulnerability exists in the DTLS
    implementation due to a failure to properly restrict the
    lifetime of queue entries associated with unused
    out-of-order messages. An unauthenticated, remote
    attacker can exploit this, by maintaining multiple
    crafted DTLS sessions simultaneously, to exhaust memory.
    (CVE-2016-2179)

  - An out-of-bounds read error exists in the X.509 Public
    Key Infrastructure Time-Stamp Protocol (TSP)
    implementation. An unauthenticated, remote attacker can
    exploit this, via a crafted time-stamp file that is
    mishandled by the 'openssl ts' command, to cause 
    denial of service or to disclose sensitive information.
    (CVE-2016-2180)

  - A denial of service vulnerability exists in the
    Anti-Replay feature in the DTLS implementation due to
    improper handling of epoch sequence numbers in records.
    An unauthenticated, remote attacker can exploit this,
    via spoofed DTLS records, to cause legitimate packets to
    be dropped. (CVE-2016-2181)

  - An overflow condition exists in the BN_bn2dec() function
    in bn_print.c due to improper validation of
    user-supplied input when handling BIGNUM values. An
    unauthenticated, remote attacker can exploit this to
    crash the process. (CVE-2016-2182)

  - A vulnerability exists, known as SWEET32, in the 3DES
    and Blowfish algorithms due to the use of weak 64-bit
    block ciphers by default. A man-in-the-middle attacker
    who has sufficient resources can exploit this
    vulnerability, via a 'birthday' attack, to detect a
    collision that leaks the XOR between the fixed secret
    and a known plaintext, allowing the disclosure of the
    secret text, such as secure HTTPS cookies, and possibly
    resulting in the hijacking of an authenticated session.
    (CVE-2016-2183)

  - A flaw exists in the tls_decrypt_ticket() function in
    t1_lib.c due to improper handling of ticket HMAC
    digests. An unauthenticated, remote attacker can exploit
    this, via a ticket that is too short, to crash the
    process, resulting in a denial of service.
    (CVE-2016-6302)

  - An integer overflow condition exists in the 
    MDC2_Update() function in mdc2dgst.c due to improper
    validation of user-supplied input. An unauthenticated,
    remote attacker can exploit this to cause a heap-based
    buffer overflow, resulting in a denial of service
    condition or possibly the execution of arbitrary code.
    (CVE-2016-6303)

  - A flaw exists in the ssl_parse_clienthello_tlsext()
    function in t1_lib.c due to improper handling of overly
    large OCSP Status Request extensions from clients. An
    unauthenticated, remote attacker can exploit this, via
    large OCSP Status Request extensions, to exhaust memory
    resources, resulting in a denial of service condition.
    (CVE-2016-6304)

  - An out-of-bounds read error exists in the certificate
    parser that allows an unauthenticated, remote attacker
    to cause a denial of service via crafted certificate
    operations. (CVE-2016-6306)

  - A flaw exists in the GOST ciphersuites due to the use of
    long-term keys to establish an encrypted connection. A
    man-in-the-middle attacker can exploit this, via a Key
    Compromise Impersonation (KCI) attack, to impersonate
    the server.","Upgrade to OpenSSL version 1.0.1u or later.

Note that the GOST ciphersuites vulnerability is not yet fixed by the
vendor in an official release; however, a patch for the issue has been
committed to the OpenSSL github repository."
,Critical,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.16 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.16. It is, therefore, affected by the
following vulnerabilities :

  - A denial of service vulnerability exists in mysqli.c due
    to a memory leak. An unauthenticated, remote attacker
    can exploit this to crash the application.
    (BID 96300 / PHP Bug #73949)

  - A remote code execution vulnerability exists in the
    PHP-Win client due to a DEP violation. An
    unauthenticated, remote attacker can exploit this to
    cause a denial of service condition or the execution of
    arbitrary code. (BID 96303 / PHP Bug #73876)","Upgrade to PHP version 7.0.16 or later."
,Medium,192.168.170.228,udp,123,"Network Time Protocol (NTP) Mode 6 Scanner","The remote NTP server responds to mode 6 queries. Devices that respond
to these queries have the potential to be used in NTP amplification
attacks. An unauthenticated, remote attacker could potentially exploit
this, via a specially crafted mode 6 query, to cause a reflected
denial of service condition.","Restrict NTP mode 6 queries."
CVE-2017-8923,High,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.19 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.19. It is, therefore, affected by the
following vulnerabilities :

  - A memory allocation issue exists in the
    zend_string_extend() function in file Zend/zend_string.h
    when concatenating strings due to a failure to prevent
    changes to string objects that result in a negative
    length. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition or possibly
    other unspecified impact. (CVE-2017-8923)

  - A memory allocation issue exists in the
    i_zval_ptr_dtor() function in Zend/zend_variables.h when
    allocating large amounts of memory. An unauthenticated,
    remote attacker can exploit this, via crafted operations
    on array data structures, to cause a denial of service
    condition. (CVE-2017-9119)","Upgrade to PHP version 7.0.19 or later."
CVE-2017-9119,High,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.19 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.19. It is, therefore, affected by the
following vulnerabilities :

  - A memory allocation issue exists in the
    zend_string_extend() function in file Zend/zend_string.h
    when concatenating strings due to a failure to prevent
    changes to string objects that result in a negative
    length. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition or possibly
    other unspecified impact. (CVE-2017-8923)

  - A memory allocation issue exists in the
    i_zval_ptr_dtor() function in Zend/zend_variables.h when
    allocating large amounts of memory. An unauthenticated,
    remote attacker can exploit this, via crafted operations
    on array data structures, to cause a denial of service
    condition. (CVE-2017-9119)","Upgrade to PHP version 7.0.19 or later."
,Critical,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.20 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.20. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists in _zend_hash_add_or_update_i within file
    main/php_ini.c when handling a malformed php.ini file.
    An attacker can exploit this to cause a segmentation
    fault, resulting in a denial of service condition or
    possibly the execution of arbitrary code. (bug #74600)

  - An illegal instruction error exists in the function
    ZEND_FETCH_CLASS_CONSTANT_SPEC_CONST_CONST_HANDLER()
    when processing specially crafted input. An attacker can
    exploit this to cause a denial of service condition or
    possibly the execution of arbitrary code. (bug #74546)","Upgrade to PHP version 7.0.20 or later."
CVE-2017-3167,High,192.168.170.228,tcp,8090,"Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later."
CVE-2017-3169,High,192.168.170.228,tcp,8090,"Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later."
